idiom_id,idiom_canonical,idiom_surface,example,idiom_canonical_meaning,source,source_type,pos,tags,idiom_confidence_score,record_origin,license_source,example_language,meaning_language,idiom_canonical_meaning_arabic,is_idiom,ambiguity_flag,idiom_compositionality_level,idiom_register,idiom_domain,learner_difficulty,idiom_in_example,idiom_in_example_arabic,idiom_in_example_meaning_en,idiom_in_example_meaning_arabic,is_example_idiom,example_usage_label,is_generated_example,enrichment_model,enrichment_version,validation_status
idiomx_000003,'fraid so,'fraid so,"“Your new computer is super expensive!” “Yeah, but it rocks! ’Nuff said!”","Yes, I am afraid that is the case.",kaikki_wiktionary,dictionary,phrase,informal,1.0,llm_enriched,wiktionary_cc_by_sa_4_0,en,en,نعم، أخشى أن هذا هو الحال.,True,semi_literal_possible,transparent,informal,general,easy,"‘Did you get the report done?’ ‘’Fraid so, but it took longer than expected.’",هل أنجزت التقرير؟ أخشى ذلك، لكنه استغرق وقتًا أطول مما كان متوقعًا.,"Yes, the report was completed but it took more time.",نعم، تم إنجاز التقرير لكن استغرق وقتًا أطول.,True,idiomatic,1,gpt-4.1-mini-2025-04-14,v2_4idiomatic_4literal,pending
idiomx_000003,'fraid so,'fraid so,"“Your new computer is super expensive!” “Yeah, but it rocks! ’Nuff said!”","Yes, I am afraid that is the case.",kaikki_wiktionary,dictionary,phrase,informal,1.0,llm_enriched,wiktionary_cc_by_sa_4_0,en,en,نعم، أخشى أن هذا هو الحال.,True,semi_literal_possible,transparent,informal,general,easy,"‘Are we going to miss the train?’ ‘’Fraid so, it already left.’",هل سنفوت القطار؟ أخشى ذلك، لقد غادر بالفعل.,"Yes, we will miss the train; it has already departed.",نعم، سنفوت القطار لأنه قد غادر بالفعل.,True,idiomatic,1,gpt-4.1-mini-2025-04-14,v2_4idiomatic_4literal,pending
idiomx_000003,'fraid so,'fraid so,"“Your new computer is super expensive!” “Yeah, but it rocks! ’Nuff said!”","Yes, I am afraid that is the case.",kaikki_wiktionary,dictionary,phrase,informal,1.0,llm_enriched,wiktionary_cc_by_sa_4_0,en,en,نعم، أخشى أن هذا هو الحال.,True,semi_literal_possible,transparent,informal,general,easy,"He whispered, '’fraid so,' as the haunted house creaked ominously around them.",همس قائلاً: 'أخشى ذلك' بينما كان منزل الأشباح يصدح بأصوات مخيفة حولهم.,He literally said 'I am afraid so' in a scared context about the haunted house sounds.,قال حرفياً 'أخشى ذلك' في سياق خوف من أصوات المنزل المسكون.,False,literal,1,gpt-4.1-mini-2025-04-14,v2_4idiomatic_4literal,pending
idiomx_000003,'fraid so,'fraid so,"“Your new computer is super expensive!” “Yeah, but it rocks! ’Nuff said!”","Yes, I am afraid that is the case.",kaikki_wiktionary,dictionary,phrase,informal,1.0,llm_enriched,wiktionary_cc_by_sa_4_0,en,en,نعم، أخشى أن هذا هو الحال.,True,semi_literal_possible,transparent,informal,general,easy,"She stammered, '’fraid so,' trying to admit she had broken the vase.",تلعثمت قائلة: 'أخشى ذلك' وهي تحاول الاعتراف بأنها كسرت المزهرية.,She literally said 'I am afraid so' as an admission of breaking the vase.,قالت حرفياً 'أخشى ذلك' كاعتراف بكسر المزهرية.,False,literal,1,gpt-4.1-mini-2025-04-14,v2_4idiomatic_4literal,pending
idiomx_000003,'fraid so,'fraid so,"“Your new computer is super expensive!” “Yeah, but it rocks! ’Nuff said!”","Yes, I am afraid that is the case.",kaikki_wiktionary,dictionary,phrase,informal,1.0,llm_enriched,wiktionary_cc_by_sa_4_0,en,en,نعم، أخشى أن هذا هو الحال.,True,semi_literal_possible,transparent,informal,general,easy,The tired cook muttered ’fraid so’ when asked if the meal was ready.,تمتم الطباخ المتعب قائلاً 'أخشى ذلك' عندما سُئل عما إذا كانت الوجبة جاهزة.,"He literally said 'I am afraid so' to confirm the meal is ready, with some hesitation.",قال حرفياً 'أخشى ذلك' لتأكيد أن الوجبة جاهزة مع بعض التردد.,False,literal,1,gpt-4.1-mini-2025-04-14,v2_4idiomatic_4literal,pending
idiomx_000003,'fraid so,'fraid so,"“Your new computer is super expensive!” “Yeah, but it rocks! ’Nuff said!”","Yes, I am afraid that is the case.",kaikki_wiktionary,dictionary,phrase,informal,1.0,llm_enriched,wiktionary_cc_by_sa_4_0,en,en,نعم، أخشى أن هذا هو الحال.,True,semi_literal_possible,transparent,informal,general,easy,"’Fraid so,’ she said, explaining that the car was definitely out of gas.",قالت: 'أخشى ذلك' موضحة أن السيارة فعلاً نفد وقودها.,She literally said 'I am afraid so' confirming the car has no gasoline.,قالت حرفياً 'أخشى ذلك' مؤكدة نفاد وقود السيارة.,False,literal,1,gpt-4.1-mini-2025-04-14,v2_4idiomatic_4literal,pending
idiomx_000004,'nuff said,'Nuff said,"Anyway, ‛tis the season, and apropos of that and this particular evening's events, here we are.",Used to indicate that nothing more needs to be said because everything important has already been stated.,kaikki_wiktionary,dictionary,phrase,,1.0,llm_enriched,wiktionary_cc_by_sa_4_0,en,en,تُستخدم للدلالة على أنه لا حاجة لقول المزيد لأن كل الأمور المهمة قد تم ذكرها بالفعل.,True,strongly_idiomatic,opaque,informal,general,medium,'Nuff said,كفى قولاً,"Used to end the discussion, implying nothing more needs to be added.",تُستخدم لإنهاء النقاش، بمعنى أنه لا حاجة لإضافة أي شيء آخر.,True,idiomatic,1,gpt-4.1-mini-2025-04-14,v2_4idiomatic_4literal,pending
idiomx_000004,'nuff said,'Nuff said,"Anyway, ‛tis the season, and apropos of that and this particular evening's events, here we are.",Used to indicate that nothing more needs to be said because everything important has already been stated.,kaikki_wiktionary,dictionary,phrase,,1.0,llm_enriched,wiktionary_cc_by_sa_4_0,en,en,تُستخدم للدلالة على أنه لا حاجة لقول المزيد لأن كل الأمور المهمة قد تم ذكرها بالفعل.,True,strongly_idiomatic,opaque,informal,general,medium,'Nuff said,كفى قولاً,Used to imply a point is so clear or obvious that further explanation is unnecessary.,تُستخدم للدلالة على أن النقطة واضحة جداً بحيث لا حاجة للمزيد من الشرح.,True,idiomatic,1,gpt-4.1-mini-2025-04-14,v2_4idiomatic_4literal,pending
idiomx_000004,'nuff said,'nuff said,"Anyway, ‛tis the season, and apropos of that and this particular evening's events, here we are.",Used to indicate that nothing more needs to be said because everything important has already been stated.,kaikki_wiktionary,dictionary,phrase,,1.0,llm_enriched,wiktionary_cc_by_sa_4_0,en,en,تُستخدم للدلالة على أنه لا حاجة لقول المزيد لأن كل الأمور المهمة قد تم ذكرها بالفعل.,True,strongly_idiomatic,opaque,informal,general,medium,'nuff said,بالكاد قيل شيء,Indicates a conclusion with the idea that more discussion is superfluous.,تشير إلى الخاتمة مع فكرة أن النقاش الإضافي غير ضروري.,True,idiomatic,1,gpt-4.1-mini-2025-04-14,v2_4idiomatic_4literal,pending
idiomx_000004,'nuff said,'Nuff said,"Anyway, ‛tis the season, and apropos of that and this particular evening's events, here we are.",Used to indicate that nothing more needs to be said because everything important has already been stated.,kaikki_wiktionary,dictionary,phrase,,1.0,llm_enriched,wiktionary_cc_by_sa_4_0,en,en,تُستخدم للدلالة على أنه لا حاجة لقول المزيد لأن كل الأمور المهمة قد تم ذكرها بالفعل.,True,strongly_idiomatic,opaque,informal,general,medium,'Nuff said,كفى قولاً,Expresses that the argument or explanation is sufficient.,تعبر عن أن الحجة أو التفسير كافٍ.,True,idiomatic,1,gpt-4.1-mini-2025-04-14,v2_4idiomatic_4literal,pending
idiomx_000004,'nuff said,nuff said,"Anyway, ‛tis the season, and apropos of that and this particular evening's events, here we are.",Used to indicate that nothing more needs to be said because everything important has already been stated.,kaikki_wiktionary,dictionary,phrase,,1.0,llm_enriched,wiktionary_cc_by_sa_4_0,en,en,تُستخدم للدلالة على أنه لا حاجة لقول المزيد لأن كل الأمور المهمة قد تم ذكرها بالفعل.,True,strongly_idiomatic,opaque,informal,general,medium,There was just 'nuff said on the table when it came to the contract clauses.,كان هناك فقط ما قيل بالكاد على الطاولة عندما تعلق الأمر ببنود العقد.,Literal: barely enough was mentioned during the contract discussion.,حرفياً: تم ذكر القليل جداً خلال مناقشة العقد.,False,literal,1,gpt-4.1-mini-2025-04-14,v2_4idiomatic_4literal,pending
idiomx_000004,'nuff said,'nuff said,"Anyway, ‛tis the season, and apropos of that and this particular evening's events, here we are.",Used to indicate that nothing more needs to be said because everything important has already been stated.,kaikki_wiktionary,dictionary,phrase,,1.0,llm_enriched,wiktionary_cc_by_sa_4_0,en,en,تُستخدم للدلالة على أنه لا حاجة لقول المزيد لأن كل الأمور المهمة قد تم ذكرها بالفعل.,True,strongly_idiomatic,opaque,informal,general,medium,He wrote 'nuff said' in shorthand during the meeting notes.,كتب 'nuff said' بنظام الاختصارات أثناء ملاحظات الاجتماع.,Literal: the phrase was literally written down in notes.,حرفياً: العبارة كُتبت فعليًا ضمن الملاحظات.,False,literal,1,gpt-4.1-mini-2025-04-14,v2_4idiomatic_4literal,pending
idiomx_000004,'nuff said,'nuff said,"Anyway, ‛tis the season, and apropos of that and this particular evening's events, here we are.",Used to indicate that nothing more needs to be said because everything important has already been stated.,kaikki_wiktionary,dictionary,phrase,,1.0,llm_enriched,wiktionary_cc_by_sa_4_0,en,en,تُستخدم للدلالة على أنه لا حاجة لقول المزيد لأن كل الأمور المهمة قد تم ذكرها بالفعل.,True,strongly_idiomatic,opaque,informal,general,medium,The phrase 'nuff said' was printed on the billboard as a catchy slogan.,طُبعت عبارة 'nuff said' على اللوحة الإعلانية كشعار جذاب.,Literal: the words appear as text on a billboard.,حرفياً: الكلمات تظهر كنص على لوحة إعلانية.,False,literal,1,gpt-4.1-mini-2025-04-14,v2_4idiomatic_4literal,pending
idiomx_000004,'nuff said,'Nuff said,"Anyway, ‛tis the season, and apropos of that and this particular evening's events, here we are.",Used to indicate that nothing more needs to be said because everything important has already been stated.,kaikki_wiktionary,dictionary,phrase,,1.0,llm_enriched,wiktionary_cc_by_sa_4_0,en,en,تُستخدم للدلالة على أنه لا حاجة لقول المزيد لأن كل الأمور المهمة قد تم ذكرها بالفعل.,True,strongly_idiomatic,opaque,informal,general,medium,There was 'Nuff said' written in graffiti on the wall downtown.,كانت عبارة 'Nuff said' مكتوبة بالكتابة على الجدران في وسط المدينة.,Literal: the phrase is physically written on a wall.,حرفياً: العبارة مكتوبة فعلياً على جدار.,False,literal,1,gpt-4.1-mini-2025-04-14,v2_4idiomatic_4literal,pending
idiomx_000005,'tis the season,'tis the season,"1941 February 9, ""The 'Hated Hun'—Then and Now"", The New York Times, In those days a Hollywood hero had to be 110 proof....","It is the time of year around Christmas when activities, moods, or customs associated with the holiday season occur or are expected.",kaikki_wiktionary,dictionary,adj,"idiomatic, not-comparable",1.0,llm_enriched,wiktionary_cc_by_sa_4_0,en,en,إنه الوقت من السنة حول عيد الميلاد، حيث تحدث أو يُتوقع حدوث الأنشطة والمزاجيات أو العادات المرتبطة بموسم الأعياد.,True,semi_literal_possible,semi_opaque,neutral,general,medium,"Anyway, 'tis the season to give generously to those in need.",على أي حال، 'tis the season للتبرع بسخاء لمن يحتاج.,It is that time of year around Christmas when generosity and giving are encouraged.,إنه ذلك الوقت من السنة حول عيد الميلاد حيث تُشجع السخاء والعطاء.,True,idiomatic,1,gpt-4.1-mini-2025-04-14,v2_4idiomatic_4literal,pending
idiomx_000005,'tis the season,'tis the season,"1941 February 9, ""The 'Hated Hun'—Then and Now"", The New York Times, In those days a Hollywood hero had to be 110 proof....","It is the time of year around Christmas when activities, moods, or customs associated with the holiday season occur or are expected.",kaikki_wiktionary,dictionary,adj,"idiomatic, not-comparable",1.0,llm_enriched,wiktionary_cc_by_sa_4_0,en,en,إنه الوقت من السنة حول عيد الميلاد، حيث تحدث أو يُتوقع حدوث الأنشطة والمزاجيات أو العادات المرتبطة بموسم الأعياد.,True,semi_literal_possible,semi_opaque,neutral,general,medium,'Tis the season for festive decorations to adorn the streets and homes.,'Tis the season لتزيين الشوارع والمنازل بزينة الأعياد.,"It is the period of the year, around Christmas, when people decorate extensively in festive styles.",إنها فترة السنة، حول عيد الميلاد، عندما يزين الناس بشكل مكثف بأشكال احتفالية.,True,idiomatic,1,gpt-4.1-mini-2025-04-14,v2_4idiomatic_4literal,pending
idiomx_000005,'tis the season,'tis the season,"1941 February 9, ""The 'Hated Hun'—Then and Now"", The New York Times, In those days a Hollywood hero had to be 110 proof....","It is the time of year around Christmas when activities, moods, or customs associated with the holiday season occur or are expected.",kaikki_wiktionary,dictionary,adj,"idiomatic, not-comparable",1.0,llm_enriched,wiktionary_cc_by_sa_4_0,en,en,إنه الوقت من السنة حول عيد الميلاد، حيث تحدث أو يُتوقع حدوث الأنشطة والمزاجيات أو العادات المرتبطة بموسم الأعياد.,True,semi_literal_possible,semi_opaque,neutral,general,medium,'Tis the season to reconnect with family and friends after a long year apart.,'Tis the season لإعادة التواصل مع العائلة والأصدقاء بعد عام طويل من البعد.,"It is the customary time of the year, near Christmas, for social reunion and strengthening relationships.",إنها فترة السنة المعتادة، قرب عيد الميلاد، للالتقاء اجتماعياً وتعزيز العلاقات.,True,idiomatic,1,gpt-4.1-mini-2025-04-14,v2_4idiomatic_4literal,pending
idiomx_000005,'tis the season,'tis the season,"1941 February 9, ""The 'Hated Hun'—Then and Now"", The New York Times, In those days a Hollywood hero had to be 110 proof....","It is the time of year around Christmas when activities, moods, or customs associated with the holiday season occur or are expected.",kaikki_wiktionary,dictionary,adj,"idiomatic, not-comparable",1.0,llm_enriched,wiktionary_cc_by_sa_4_0,en,en,إنه الوقت من السنة حول عيد الميلاد، حيث تحدث أو يُتوقع حدوث الأنشطة والمزاجيات أو العادات المرتبطة بموسم الأعياد.,True,semi_literal_possible,semi_opaque,neutral,general,medium,"Although sales are down, 'tis the season when profits usually increase due to holiday shopping.",على الرغم من انخفاض المبيعات، 'tis the season عندما تزيد الأرباح عادة بسبب التسوق في العطلات.,It is the typical Christmas season when businesses expect higher profits because customers shop more.,إنه موسم عيد الميلاد النموذجي عندما تتوقع الأعمال أرباحاً أعلى بسبب زيادة تسوق العملاء.,True,idiomatic,1,gpt-4.1-mini-2025-04-14,v2_4idiomatic_4literal,pending
idiomx_000005,'tis the season,'tis the season,"1941 February 9, ""The 'Hated Hun'—Then and Now"", The New York Times, In those days a Hollywood hero had to be 110 proof....","It is the time of year around Christmas when activities, moods, or customs associated with the holiday season occur or are expected.",kaikki_wiktionary,dictionary,adj,"idiomatic, not-comparable",1.0,llm_enriched,wiktionary_cc_by_sa_4_0,en,en,إنه الوقت من السنة حول عيد الميلاد، حيث تحدث أو يُتوقع حدوث الأنشطة والمزاجيات أو العادات المرتبطة بموسم الأعياد.,True,semi_literal_possible,semi_opaque,neutral,general,medium,'Tis the season when winter finally arrives with colder temperatures and snow.,'Tis the season عندما تصل الشتاء أخيراً مع درجات حرارة أبرد وتساقط الثلوج.,"Literally, it is the time of year when winter weather begins.",بمعناه الحرفي، إنه الوقت من السنة عندما يبدأ الطقس الشتوي.,False,literal,1,gpt-4.1-mini-2025-04-14,v2_4idiomatic_4literal,pending
idiomx_000005,'tis the season,'tis the season,"1941 February 9, ""The 'Hated Hun'—Then and Now"", The New York Times, In those days a Hollywood hero had to be 110 proof....","It is the time of year around Christmas when activities, moods, or customs associated with the holiday season occur or are expected.",kaikki_wiktionary,dictionary,adj,"idiomatic, not-comparable",1.0,llm_enriched,wiktionary_cc_by_sa_4_0,en,en,إنه الوقت من السنة حول عيد الميلاد، حيث تحدث أو يُتوقع حدوث الأنشطة والمزاجيات أو العادات المرتبطة بموسم الأعياد.,True,semi_literal_possible,semi_opaque,neutral,general,medium,Farmers say 'tis the season to plant early crops before the first frost.,يقول المزارعون 'tis the season لزرع المحاصيل المبكرة قبل أول صقيع.,"Literally, it is the particular time of year suited for planting certain crops.",بمعناه الحرفي، إنه الوقت من السنة المناسب لزراعة بعض المحاصيل.,False,literal,1,gpt-4.1-mini-2025-04-14,v2_4idiomatic_4literal,pending
idiomx_000005,'tis the season,'tis the season,"1941 February 9, ""The 'Hated Hun'—Then and Now"", The New York Times, In those days a Hollywood hero had to be 110 proof....","It is the time of year around Christmas when activities, moods, or customs associated with the holiday season occur or are expected.",kaikki_wiktionary,dictionary,adj,"idiomatic, not-comparable",1.0,llm_enriched,wiktionary_cc_by_sa_4_0,en,en,إنه الوقت من السنة حول عيد الميلاد، حيث تحدث أو يُتوقع حدوث الأنشطة والمزاجيات أو العادات المرتبطة بموسم الأعياد.,True,semi_literal_possible,semi_opaque,neutral,general,medium,'Tis the season for allergies as pollen counts rise during springtime.,'Tis the season للحساسية مع ارتفاع معدلات حبوب اللقاح في الربيع.,"Literally, it is the time of year when seasonal allergies typically occur.",بمعناه الحرفي، إنه الوقت من السنة حيث تحدث الحساسية الموسمية عادةً.,False,literal,1,gpt-4.1-mini-2025-04-14,v2_4idiomatic_4literal,pending
idiomx_000005,'tis the season,'tis the season,"1941 February 9, ""The 'Hated Hun'—Then and Now"", The New York Times, In those days a Hollywood hero had to be 110 proof....","It is the time of year around Christmas when activities, moods, or customs associated with the holiday season occur or are expected.",kaikki_wiktionary,dictionary,adj,"idiomatic, not-comparable",1.0,llm_enriched,wiktionary_cc_by_sa_4_0,en,en,إنه الوقت من السنة حول عيد الميلاد، حيث تحدث أو يُتوقع حدوث الأنشطة والمزاجيات أو العادات المرتبطة بموسم الأعياد.,True,semi_literal_possible,semi_opaque,neutral,general,medium,The local park says 'tis the season to feed the ducks before they migrate south.,تقول الحديقة المحلية 'tis the season لإطعام البط قبل هجرتهم جنوباً.,"Literally, it is the time of year when ducks prepare to migrate, encouraging feeding now.",بمعناه الحرفي، إنه الوقت من السنة عندما يستعد البط للهجرة، مما يشجع على إطعامهم الآن.,False,literal,1,gpt-4.1-mini-2025-04-14,v2_4idiomatic_4literal,pending
idiomx_000006,110 proof,110 proof,"A “hood,” he said, isn’t necessarily a neighborhood, adding that the same culture is seen on Wall Street, “where the 11th commandment is ‘Thou shalt not get caught.’ ”","Exceptionally strong or powerful, beyond the usual standard of strength.",kaikki_wiktionary,dictionary,noun,idiomatic,1.0,llm_enriched,wiktionary_cc_by_sa_4_0,en,en,قوي أو فعّال بشكل استثنائي، يتجاوز المستوى المعتاد للقوة.,True,semi_literal_possible,transparent,neutral,general,medium,He needed to be 110 proof to survive the harsh challenges of the business world.,كان عليه أن يكون بقوة 110 للحفاظ على البقاء في تحديات عالم الأعمال القاسية.,He needed to be exceptionally strong and resilient to survive the challenges.,كان عليه أن يكون قويًا جدًا ومتينًا لتجاوز التحديات.,True,idiomatic,1,gpt-4.1-mini-2025-04-14,v2_4idiomatic_4literal,pending
idiomx_000006,110 proof,110 proof,"A “hood,” he said, isn’t necessarily a neighborhood, adding that the same culture is seen on Wall Street, “where the 11th commandment is ‘Thou shalt not get caught.’ ”","Exceptionally strong or powerful, beyond the usual standard of strength.",kaikki_wiktionary,dictionary,noun,idiomatic,1.0,llm_enriched,wiktionary_cc_by_sa_4_0,en,en,قوي أو فعّال بشكل استثنائي، يتجاوز المستوى المعتاد للقوة.,True,semi_literal_possible,transparent,neutral,general,medium,Her confidence was 110 proof as she faced the stage for her presentation.,كانت ثقتها قوية جدًا عندما واجهت المنصة لعرضها.,Her confidence was exceptionally strong and unwavering.,كانت ثقتها قوية للغاية وثابتة.,True,idiomatic,1,gpt-4.1-mini-2025-04-14,v2_4idiomatic_4literal,pending
idiomx_000006,110 proof,110 proof,"A “hood,” he said, isn’t necessarily a neighborhood, adding that the same culture is seen on Wall Street, “where the 11th commandment is ‘Thou shalt not get caught.’ ”","Exceptionally strong or powerful, beyond the usual standard of strength.",kaikki_wiktionary,dictionary,noun,idiomatic,1.0,llm_enriched,wiktionary_cc_by_sa_4_0,en,en,قوي أو فعّال بشكل استثنائي، يتجاوز المستوى المعتاد للقوة.,True,semi_literal_possible,transparent,neutral,general,medium,"The novel was 110 proof in its portrayal of human emotions, raw and intense.",كان الرواية قوية جدًا في تصويرها للمشاعر الإنسانية، خامّة وعنيفة.,The novel’s portrayal was exceptionally powerful and intense.,كان تصوير الرواية قويًا جدًا ومكثفًا.,True,idiomatic,1,gpt-4.1-mini-2025-04-14,v2_4idiomatic_4literal,pending
idiomx_000006,110 proof,110 proof,"A “hood,” he said, isn’t necessarily a neighborhood, adding that the same culture is seen on Wall Street, “where the 11th commandment is ‘Thou shalt not get caught.’ ”","Exceptionally strong or powerful, beyond the usual standard of strength.",kaikki_wiktionary,dictionary,noun,idiomatic,1.0,llm_enriched,wiktionary_cc_by_sa_4_0,en,en,قوي أو فعّال بشكل استثنائي، يتجاوز المستوى المعتاد للقوة.,True,semi_literal_possible,transparent,neutral,general,medium,"That argument was 110 proof, leaving no room for doubt.",كان ذلك الحُجة قوية جدًا، ولم تترك مجالاً للشك.,The argument was exceptionally strong and convincing.,كانت الحجة قوية جدًا ومقنعة.,True,idiomatic,1,gpt-4.1-mini-2025-04-14,v2_4idiomatic_4literal,pending
