idiom_id,idiom_canonical,idiom_surface,example,idiom_canonical_meaning,source,source_type,pos,tags,idiom_confidence,source_url,record_origin,license_source,example_language,meaning_language
syn_7443b02476b452a6,burnout bounce,burnout bounce,,The cycle of leaving social media due to exhaustion and then quickly returning.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_161df39dcb73b92e,profile ping-pong,profile ping-pong,,Rapid back-and-forth changes in online persona or public image.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_ab3f5de18271d059,viral vine,viral vine,,A quick-spreading meme or clip that unexpectedly gains massive traction.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_5a490408e1bea307,mute marathon,mute marathon,,Extended period of ignoring notifications or online conversations intentionally.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_4d0a5ea606074f14,caption cordial,caption cordial,,A polite or friendly comment or caption intended to soften criticism or controversy.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_085978b1a3151403,emoji entanglement,emoji entanglement,,Confusing or mixed meaning caused by excessive or contradictory emoji use in messages.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_277837d735c0255b,screen show,screen show,,Performative display of one’s life or reaction crafted for online audience rather than genuine experience.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_ac7315d9d0b9e964,thread thicket,thread thicket,,A complex and tangled discussion thread full of conflicting opinions and sub-arguments.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_0520f879a7996200,clout crawl,clout crawl,,"Slow, gradual efforts to gain influence or popularity online.",llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_18e5ddb56f7056c9,feed flicker,feed flicker,,"Brief, fleeting attention span while scrolling social media feeds.",llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_29e78301fa217669,cancel crackle,cancel crackle,,The tense atmosphere or prelude before a public figure is criticized or canceled.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_d2c95497513dcfcd,keyboard kayak,keyboard kayak,,Skillfully navigating conflict or debate through online text exchanges.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_2904b72cf3103590,link lock,link lock,,Circulation or sharing of a specific web link that restricts conversation to that content.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_9bc73cabfe0b7bd8,caption caper,caption caper,,Playful or clever captioning intended to provoke or amuse social media viewers.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_7b468353ee44f03d,optic overload,optic overload,,Feeling overwhelmed by excessive visual content on social media platforms.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_fb76c74005a855ec,dm dodge,dm dodge,,Avoiding or ignoring direct messages to escape confrontation or unwanted attention.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_946361edcbb71e3d,profile powder keg,profile powder keg,,A social media persona primed to cause controversy or explosive reactions.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_92d7e4cee1a47dbf,feed frostbite,feed frostbite,,"Emotional numbness or burnout caused by toxic, cold social media environments.",llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_23eee7c10d781459,emoji erosion,emoji erosion,,Loss of genuine emotion or clarity due to overuse or misuse of emojis.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_d63be9a972807aef,stream snare,stream snare,,Getting caught or stuck watching live streams longer than intended.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_a7f5d515a35e1483,reaction ripple,reaction ripple,,Small online reaction that gradually amplifies into larger social response.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_8a4b812dd2afa08b,filter fade,filter fade,,"When the effect or charm of visual filters wears off, revealing raw reality.",llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_ecf99872b882792c,troll tide,troll tide,,A sudden wave of negative or provocative comments flooding a post or profile.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_e3ce3b1c3e4753ac,stream stutter,stream stutter,,Interruptions or awkward pauses in live streaming that affect audience engagement.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_a944024c8a0242a4,bounce button blues,bounce button blues,,Feeling disappointed or frustrated after a message or request is deleted or ignored.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_5db563cb086668f2,thread tumble,thread tumble,,A rapid and chaotic descent into a confusing or hostile online discussion.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_7364f847cb461ac8,profile puppeteer,profile puppeteer,,Someone controlling or manipulating another’s online identity or actions behind the scenes.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_c73c6d75b4ae4cce,like ledger,like ledger,,Keeping track of social approval or disapproval via likes and reactions.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_c9d2f8c84702be5c,caption chokehold,caption chokehold,,When a post’s caption limits interpretation or engagement by being too restrictive or controlling.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_4b4900bc2a0bad6d,comment collapse,comment collapse,,A sudden loss of meaningful discussion when comment sections degrade into chaos or silence.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_3c8ee3ef55343603,streak stretch,streak stretch,,A prolonged effort to maintain continuous posting or online engagement streaks.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_1ff89c17a95dabb1,avatar avalanche,avatar avalanche,,An overwhelming influx of new followers or friend requests causing social media chaos.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_04edaa5ef60cb123,scroll surge,scroll surge,,A powerful urge to rapidly consume large amounts of social media content in a short time.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_021bfc18d37874e5,emoji embargo,emoji embargo,,Choosing not to use emojis in communication as a stylistic or rhetorical choice.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_9e03e8068a4c5c79,thread threadmill,thread threadmill,,Endlessly repeating the same arguments or comments in a conversation thread without progress.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_c3a23451af23d10d,caption camouflage,caption camouflage,,Using captions to obscure true intent or soften controversial messages online.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_af293c4adc14512c,reply rabbit hole,reply rabbit hole,,Getting deeply involved in a long chain of replies that distracts from original purpose.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_a85b58f111db8200,like leverage,like leverage,,Using accumulated likes or social approval as a tool to persuade or gain advantage.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_ee251506d071ae69,comment crater,comment crater,,"A post’s comment section empties or is disabled, leaving a void or silence.",llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_33ad4c5d346c8ac1,feed firewall,feed firewall,,Filtering or blocking certain types of content deliberately from appearing in one's social feed.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_d1975dbfbc6618f0,status skid,status skid,,Sudden and uncontrollable decline in social media standing or popularity.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_5974d7d2b7eea964,post petri dish,post petri dish,,"Content that breeds widespread reactions, often spreading controversial or infectious ideas.",llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_4d0244a8ddc973b7,mute maze,mute maze,,Complex or confusing situation one avoids by muting notifications or people online.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_364c99cff5eb954a,reaction riptide,reaction riptide,,An emotional current online that drags users into controversy or drama quickly.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_4d2ea82e5439cc0e,emoji encryption,emoji encryption,,Use of emojis to obscure or hide the true meaning of a message deliberately.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_d987a5f49751234f,scroll stall,scroll stall,,Momentary pause or hesitation during endless content scrolling online.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_065bba44c2578c28,clout cascade,clout cascade,,Rapid increase or spread of influence or reputation in social media circles.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_6543736b090ccc62,profile petard,profile petard,,"Sudden personal exposure or embarrassment online, causing setback or damage.",llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_428387c3bbb24523,reply roulette,reply roulette,,Taking chances by replying online when unsure of the potential backlash or outcome.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_7967063701aedcd7,tweet twister,tweet twister,,Deliberately altering or spinning the meaning of a short online message.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_4117e4eaf427c252,clout cliff,clout cliff,,The point where a social media influencer quickly loses popularity or relevance.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_ffdcc097465cb06d,avatar alley,avatar alley,,A confined or narrow online social space dominated by similar profiles or personas.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_9493bd45c387b56e,feed fog,feed fog,,Confusion or inability to focus caused by overwhelming or contradictory online content.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_f69b202b1c7331ee,comment canyon,comment canyon,,A deep and long comment thread challenging to navigate or understand fully.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_424daa36bcd95b3e,ghost gram,ghost gram,,Posting on social media with minimal interaction or engagement from followers.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_6963ae346eb152ba,thread thunder,thread thunder,,A sudden burst of intense and loud online discussion in a comment thread.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_ca52a6d89eb78215,streak stick,streak stick,,Something that helps maintain or prolong the habit of continuous posting or engagement streaks.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_c683cca4a6069ca5,bio bait,bio bait,,A provocative or intriguing social media bio designed to lure followers or attention.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_94f2ae165c271af2,reaction reef,reaction reef,,"A dense, complex area in social media filled with diverse emotional reactions.",llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_2b2d71c24219969f,mute moat,mute moat,,A defensive digital barrier created by muting or blocking to protect oneself from negativity.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_c6d37bfa5e75893b,binge browse,binge browse,,Excessive consumption of online content in one sitting without real engagement.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_d5745f7ec1b578a3,reaction rip tide,reaction rip tide,,Strong social media reaction that pulls users into heated exchanges involuntarily.,llm_generated_inventory,synthetic_generation,phrase,internet_social_media,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_3d029be99a3d4896,paper tiger parade,paper tiger parade,,A display of false strength or ineffective grandstanding at work.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_11aa38282638e102,cubicle jungle,cubicle jungle,,The complex social and political environment within open office spaces.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_0f9b9ead2d6013b2,meeting marathon,meeting marathon,,A long series of back-to-back meetings with little break.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_8dcd3e624658465a,idea hamster wheel,idea hamster wheel,,Endlessly generating ideas without making progress.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_0e510a360e1747df,water cooler whisper,water cooler whisper,,Informal gossip or rumors spread in the workplace.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_c30a5d9afc0a47c2,deadline tango,deadline tango,,"The intricate, often stressful negotiation and rush to meet a deadline.",llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_be1cda701efeb07b,coffee code,coffee code,,Unspoken rules or office etiquette understood by coworkers.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_c659807c31a6d982,desk fortress,desk fortress,,Someone’s personal workspace heavily guarded or controlled.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_b13b687bb502759d,glass email trail,glass email trail,,A transparent but delicate record of workplace communications.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_a78c3c0f5a3a9b49,keyboard cavalry,keyboard cavalry,,A team of people rapidly responding or rescuing a project via written communication.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_b04f24dec17225c1,promote to inbox,promote to inbox,,To escalate an issue by formalizing it into official correspondence.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_86f99a58d3737c4e,power lunch crash,power lunch crash,,Sudden failure or awkward moment during a business lunch meeting.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_aa65bf24f5d9653c,phone tag tango,phone tag tango,,The frustrating back-and-forth of missed calls between coworkers.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_fb5e716aad042a19,spreadsheet safari,spreadsheet safari,,"The challenging task of navigating vast, complex data sheets.",llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_64e3845799011e75,agenda juggling act,agenda juggling act,,Skillful but stressful balancing of multiple meeting topics or tasks.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_b8b7931d50eb93b7,memos in the mist,memos in the mist,,Unclear or confusing written communications leading to misunderstandings.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_2834fe2b1c13dace,cubicle roots,cubicle roots,,Longstanding tenure or attachment to a particular office area or job.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_c7dcd5c1d61eeae6,bonus blueprint,bonus blueprint,,An unofficial plan or strategy to earn extra rewards or recognition.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_bedfb3d82b77bc14,synergy siren,synergy siren,,An alluring but unrealistic promise of teamwork success.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_74c586aac39fa2c9,coffee queue diplomacy,coffee queue diplomacy,,Navigating social interactions tactfully during informal workplace breaks.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_436ec21a9d17262f,late slide syndrome,late slide syndrome,,The habit of submitting reports or presentations just before deadlines under pressure.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_aa87de891673423e,hallway handshake,hallway handshake,,A quick informal agreement or understanding in passing.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_d1850ad66e53276a,brainstorm blitz,brainstorm blitz,,A sudden intense session of idea generation with high energy.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_7a08e3c54e362a42,corner office conga,corner office conga,,Employees vying for or jockeying to advance toward a top position.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_e8e55e573e7aba11,sticky note standoff,sticky note standoff,,A passive-aggressive disagreement expressed through notes rather than words.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_8a620521f7172e65,proposal ping-pong,proposal ping-pong,,Back-and-forth revisions or negotiations over a business proposal.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_2ad3eede74be7290,deadline dribble,deadline dribble,,Consistent small progress made to avoid missing a deadline; often frustratingly slow.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_218581ff4afeee0d,policy paper shark,policy paper shark,,A sharp negotiator skilled at navigating complex company policies.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_9fe4b2939733c3fe,sticky wicket strategy,sticky wicket strategy,,A plan crafted to handle a tricky or awkward business problem.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_f834be092c50b60f,buzzword bazaar,buzzword bazaar,,A conversation or environment overloaded with trendy corporate jargon.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_6a102e60879ccfed,deadline dominoes,deadline dominoes,,A chain reaction where missing one deadline causes failures in others.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_2e74d2d1ed66a26a,lunch hour leapfrog,lunch hour leapfrog,,Using breaks strategically to advance work or networking opportunities.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_d8ced2f15f9ee0ba,the boss bounce,the boss bounce,,Avoiding direct answers or deflecting questions back to management.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_9e06bdc7e511dd92,quarterly quilt,quarterly quilt,,A patchwork of efforts and reports compiled into a company quarterly summary.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_8ec5dbad9bc03b9c,spreadsheet shuffle,spreadsheet shuffle,,Adjusting numbers around repeatedly without finding a final solution.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_fe26420de8c5bc8d,typing treadmill,typing treadmill,,Repetitive and monotonous keyboard tasks with little variation or progress.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_9553cb75de3ba4c1,deadline dog chase,deadline dog chase,,Frantic efforts to catch up as deadlines approach.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_65b73f9f9d942669,brain dump dive,brain dump dive,,Rapidly sharing a large amount of information or ideas with little filtering.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_b0ede074897a048e,huddle hop,huddle hop,,Quickly moving between different team meetings or collaborations.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_de68b0acc1b7ea81,conference call crawl,conference call crawl,,A prolonged or tedious conference call moving at a slow pace.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
