idiom_id,idiom_canonical,idiom_surface,example,idiom_canonical_meaning,source,source_type,pos,tags,idiom_confidence,source_url,record_origin,license_source,example_language,meaning_language
syn_9af83212458b3a77,spill the cuff,spill the cuff,,to reveal private or behind-the-scenes information accidentally,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_29fc0bb90df5f464,bite the silver,bite the silver,,to accept a minor but unpleasant truth,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_b53c8c887f4d21ef,tick the velvet,tick the velvet,,to handle delicate matters with care,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_7a97daa617221f7e,curl the thread,curl the thread,,to complicate a simple matter,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_d29c156c0ed2b549,pour the hush,pour the hush,,to induce silence or secrecy deliberately,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_e470d60910926b3e,lock the glance,lock the glance,,to make eye contact with strong intent,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_3288dfbbf3905214,flick the veil,flick the veil,,to remove ambiguity briefly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_92009213c9e4d492,spill the ember,spill the ember,,to reveal a small but potentially dangerous secret,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_238f414e924a3c9c,catch the drift,catch the drift,,to understand the general meaning or idea,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_888208c106a6a671,lash the shadow,lash the shadow,,to fight or struggle against an unseen or unknown problem,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_4786ee4b76309ec3,push the glow,push the glow,,to promote a positive image or feeling,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_0d3dc16bdc6e284d,flip the ember,flip the ember,,to reignite a past issue or feeling,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_621118321b946b5f,brace the chill,brace the chill,,to prepare mentally for an unpleasant experience,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_88c6ba79a674d819,spill the echo,spill the echo,,to share something that has been heard indirectly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_e521f2fe7f904dc3,ride the shadow,ride the shadow,,to follow or imitate someone secretly or discreetly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_c454117c53a8f911,drop the frost,drop the frost,,to release tension or cool atmosphere,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_672d435746ad4497,toss the shimmer,toss the shimmer,,to throw away superficial charm or impression,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_78198a3657adea99,stamp the silent,stamp the silent,,to forcibly end quietness or secrecy,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_2e4185c06aafb915,trace the murmur,trace the murmur,,to follow the source of a subtle sound or rumor,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_871948921874c867,break the shimmer,break the shimmer,,to shatter an illusion or false impression,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_f18c3253cb2b87dd,claw the mist,claw the mist,,to try to understand something unclear or confusing,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_da4da7a4143edd69,drown the buzz,drown the buzz,,to suppress excitement or rumors,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_7608db6e19398ebd,wear the ripple,wear the ripple,,to carry the consequences of small actions,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_80cd347d21b9c3a0,shake the veil,shake the veil,,to agitate hidden truths or feelings,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_764452cdc5d586ed,catch the flick,catch the flick,,to notice a brief event or movement,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_61b68d7e368b7c74,climb the hush,climb the hush,,to engage cautiously in secretive matters,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_cf8edffa60df2956,flip the frost,flip the frost,,to change a cold attitude to warm or vice versa,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_8427c4d2922879ae,ride the ember,ride the ember,,to keep a spark of hope or interest alive,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_fd3155a630103dca,lace the hush,lace the hush,,to add complexity or layers to secrecy,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_bca372684eb9afa0,press the flicker,press the flicker,,to emphasize a brief or subtle indication,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_03824ef2cd9dc6c1,toss the murmur,toss the murmur,,to spread a quiet rumor or gossip,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_04b7efdaa2d2542d,climb the ripple,climb the ripple,,to follow small changes or movements,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_0c44e8dd84f10125,snap the ember,snap the ember,,to suddenly extinguish a small hope or feeling,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_5ac40796997ea8d3,curl the frost,curl the frost,,to conceal coldness or hostility beneath a composed exterior,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_8957f3340f2a6723,mark the hush,mark the hush,,to take note of a silence or secret,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_4c9351d495ac6b57,break the ember,break the ember,,to destroy a small remaining hope or chance,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_9acbdd8732b5784f,trace the flicker,trace the flicker,,to follow a brief indication or glance,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_cdfb2665eb2b2504,hold the flick,hold the flick,,to maintain a brief but significant connection or sign,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_2a1347c25d70d269,wave the ember,wave the ember,,to signal faint hope or persistence,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_af4b0e987cd18181,dust the shadow,dust the shadow,,to remove traces of something hidden,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_3fbb25507d1b1434,push the ripple,push the ripple,,to amplify a small effect or trend,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_6f6539a737163281,hold the weave,hold the weave,,to maintain the complex or delicate nature of a situation,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_f24e0cf3e5616c44,flip the glance,flip the glance,,to change the direction or target of attention swiftly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_172b226a89b994e8,strike the hush,strike the hush,,to enforce silence or secrecy suddenly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_611fb33504a89b99,twist the echo,twist the echo,,to distort repeated information or rumors,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_a85023644555ac78,lace the flicker,lace the flicker,,to add subtle details to a brief moment,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_0a7e52eeb0b4a1fe,curl the hush,curl the hush,,to make silence thick or tense,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_30410993954ab1ef,toss the ember,toss the ember,,to discard hope or a small chance,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_47e9734ae767c6ea,trace the glow,trace the glow,,to follow the trail of a subtle positive sign,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_698f28d735b8cb87,spill the frost,spill the frost,,to reveal cold or unfriendly feelings,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_280799446fdf61bc,snag the whisper,snag the whisper,,to catch a secret or subtle communication,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_cc12737c0463eb39,brush the shadow,brush the shadow,,to briefly confront or acknowledge a hidden issue,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_0126e96477a2e684,ride the flicker,ride the flicker,,to maintain a brief moment of interest or attention,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_d71e064782e9d509,kick the silence,kick the silence,,to break a quiet or awkward moment abruptly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_6e819cf5fe25adc1,drift the glow,drift the glow,,to gradually lose enthusiasm or positivity,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_a6dcd3ed032a8057,cloak the ember,cloak the ember,,to hide a small but intense feeling or issue,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_6ab2acd6899b483c,catch the shimmer,catch the shimmer,,to notice subtle beauty or attraction,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_8c2006cfc58bc590,press the shadow,press the shadow,,to emphasize or pursue a hidden concern,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_479ded5536c662b7,trip the whisper,trip the whisper,,to accidentally reveal a secret or hint,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_b7fa35e4910bb498,flick the drift,flick the drift,,to change the general direction or mood suddenly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_36916b01522db540,juggle the ember,juggle the ember,,to manage a risky or delicate situation,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_c76c6bc299db70fe,lash the mist,lash the mist,,to struggle against confusion or obscurity,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_0b955928dd4617ae,cast the flicker,cast the flicker,,to create a brief impression or doubt,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_9030a36bbd2191ee,hold the glint,hold the glint,,to preserve a small sign of hope or joy,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_3803e9ee8280de9a,fade the gloss,fade the gloss,,to reduce a superficially attractive appearance,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_a5d70da0cdc3e4ce,climb the echo,climb the echo,,to explore repeated information or consequences,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_af32aa9190907e72,paint the hush,paint the hush,,to decorate or disguise silence,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_c04eb6c63aa5cf4b,spin the ember,spin the ember,,to craft stories about a small truth or feeling,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_36bd74500cc6a92c,drift the frost,drift the frost,,to carry cold or distant feelings subtly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_54eab010464cfa3a,toss the shadow,toss the shadow,,to dismiss suspicion or doubt lightly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_5a0060f04edda936,lace the glow,lace the glow,,to add subtle positive details,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_663ff154abd56e21,curl the flicker,curl the flicker,,to distort or complicate a brief indication,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_d2feed664740526b,tug the mist,tug the mist,,to try to clear confusion or uncertainty,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_b6b1ae567d77f7d2,whip the hush,whip the hush,,to provoke quietness or stealth,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_1b01114a2f4e1cd5,bathe the shimmer,bathe the shimmer,,to surround something with subtle attractiveness,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_8ebb3092e51a9ed9,chip the glow,chip the glow,,to diminish enthusiasm or charm slightly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_744e9a09c1876ac1,tuck the ember,tuck the ember,,to hide a small but persistent feeling,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_73e1b74ea2f6aa67,pinch the flicker,pinch the flicker,,to limit or control a brief indication or response,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_fe9533bd3ee128d5,stir the hush,stir the hush,,to initiate quiet or secretive changes,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_98b72acd0e212a6d,haul the mist,haul the mist,,to confront or carry through confusion,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_ce350be0a6918583,spike the ripple,spike the ripple,,to intensify a small reaction or trend suddenly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_39e40cb7d2241a33,catch the hush,catch the hush,,to notice or understand quiet or secret communication,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_1062aeb3df13add7,shade the ember,shade the ember,,to protect or hide a small but intense feeling,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_639512aa8e359d63,bend the glow,bend the glow,,to alter the positive perception subtly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_f7fa1c745f32da0c,drop the silken,drop the silken,,to remove a smooth or gentle façade,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_d764a6afefdaef9b,lick the frost,lick the frost,,to lightly experience coldness or rejection,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_cf6883d3c4cbeb0d,flash the murmur,flash the murmur,,to quickly reveal a quiet hint or secret,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_f53aca9aeb755f4d,ream the shadow,ream the shadow,,to harshly expose or criticize hidden issues,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_a0d63e53ffcf724e,spill the glaze,spill the glaze,,to reveal polished or surface-level information carelessly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_cc1bf2e0ea8517be,spin the frost,spin the frost,,to create cold or distant attitudes intentionally,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_53354405bfd3e5f2,stitch the whisper,stitch the whisper,,to connect small secret pieces of information,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_ff27dc99861f43a9,trick the flicker,trick the flicker,,to deceive using a brief or subtle sign,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_683386403039a4cc,flip the murmur,flip the murmur,,to expose a quiet rumor publicly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_f476207dec429705,channel the ember,channel the ember,,to direct a small but strong emotion,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_11739b1fd3e0882e,flip the weave,flip the weave,,to reverse an intricate plan or conversation,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_46dae5fc7f3bc873,throw the flicker,throw the flicker,,to cause a brief disturbance or distraction,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_22f7ebff0453df0b,bank the glow,bank the glow,,to save or rely on positive feelings,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_c03a35d7f83a2382,buzz the ember,buzz the ember,,to actively spread small hopeful or exciting news,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_88a4a9fecaa92683,hook the hush,hook the hush,,to catch attention in a subtle or secretive way,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_7b441684a81b1075,tip the mist,tip the mist,,to cause uncertainty or confusion to increase,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_ccc956a409ea375d,stamp the glow,stamp the glow,,to assert or mark positive approval strongly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_99c2f66bf42ce052,trace the flick,trace the flick,,to follow a brief signal or movement,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
