idiom_id,idiom_canonical,idiom_surface,example,idiom_canonical_meaning,source,source_type,pos,tags,idiom_confidence,source_url,record_origin,license_source,example_language,meaning_language
syn_72cc0055ff821dcf,trace the fog line,trace the fog line,,To follow uncertain or unclear directions carefully,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_bf7e728435bb2c0f,spark broken beats,spark broken beats,,To create unpredictable but exciting moments,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_04f0a5cf68c3b703,hold the sound off,hold the sound off,,To avoid saying something or stay silent,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_a57326bc915e2ab9,toast the quiet fire,toast the quiet fire,,To celebrate subtle achievements or feelings,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_b82bb0fe8295845c,crack the velvet seal,crack the velvet seal,,To reveal something precious or secret gently,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_ffd722da96c54f3c,scratch the silent itch,scratch the silent itch,,To act on a quiet but persistent urge,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_0aecd3546fe13a1b,fold the night wings,fold the night wings,,To rest or stop activity after a long effort,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_4ff187203f16641a,catch the falling spark,catch the falling spark,,To seize a fleeting opportunity,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_fba11f9ca910e206,shadow the light beam,shadow the light beam,,To subtly follow or imitate someone,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_ae7d240993e3adbb,thread the silent gap,thread the silent gap,,To navigate an awkward or quiet moment delicately,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_a25f6e4a5bb48504,twist the day’s tail,twist the day’s tail,,To cleverly handle the end of a situation or task,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_3fd2927c6e804319,spill the inkless,spill the inkless,,To communicate without words or indirectly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_68820a2944c1b06f,pitch the quiet dart,pitch the quiet dart,,To make a subtle criticism or remark,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_5f54184d32898dbd,ride the slow ripple,ride the slow ripple,,To go along with gradual changes or trends,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_3ed0f4f83ec0b39a,hunt the folded map,hunt the folded map,,To search for guidance in uncertain situations,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_da972182380db5a6,burn the silent candle,burn the silent candle,,To work hard without seeking attention,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_e4ae460dcf37da4f,lay the empty stones,lay the empty stones,,To take actions that seem significant but have no effect,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_53c686b17f55f70d,chill the sudden blaze,chill the sudden blaze,,To calm an unexpected outburst or situation,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_cc73733fadbf1c5c,twist the silent key,twist the silent key,,To unlock understanding or secrets quietly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_911d6623a603efba,sing the shadow tune,sing the shadow tune,,To express feelings indirectly or secretly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_fa5092c14858fc49,flip the quiet coin,flip the quiet coin,,To decide between two silent or uncertain options,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_bf39173f4ff231b2,lend the hollow ear,lend the hollow ear,,To listen without intent to respond or act,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_9828b7cd22eab88b,brush the falling mist,brush the falling mist,,To approach delicate or fading situations,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_7b06ac8ca9da8b95,shake the lazy knot,shake the lazy knot,,To resolve a procrastinated problem,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_216c5f5bb5415de9,nest the silent wings,nest the silent wings,,To settle quietly or keep ambitions hidden,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_8c8ca9f970d9c71a,drop the hollow leaf,drop the hollow leaf,,To abandon something insubstantial or unnecessary,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_216751d7076e99e3,flip the stone mirror,flip the stone mirror,,To change perspective unexpectedly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_341feba2168561e0,stitch the fading thread,stitch the fading thread,,To try to repair weakening connections or relationships,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_51cc7c75bb5c2498,hold the jump rope,hold the jump rope,,To stay ready and supportive in uncertain situations,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_919e1a7a5b48d1d4,feed the quiet fire,feed the quiet fire,,To nurture hidden passions or ambitions,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_1fd7308e05987830,push the sleeping wave,push the sleeping wave,,To provoke a response from a calm or inactive source,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_0b10ab36d0e8946b,ride the dull comet,ride the dull comet,,To follow a fading or declining trend,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_0c0ef14695942f59,catch the curled leaf,catch the curled leaf,,To grasp a small or fragile opportunity,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_0688c5293e4b2248,flip the silent hour,flip the silent hour,,To change the mood or pace unexpectedly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_d8187cbeeb7f9207,thread the cold seam,thread the cold seam,,To navigate through difficult or emotional divides,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_a8f48bb41c70dad2,spark the hidden fuse,spark the hidden fuse,,To initiate a latent reaction or controversy,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_a53c4d4416c6d936,dust the quiet shoes,dust the quiet shoes,,To prepare oneself for action subtly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_b199d13731c7e119,catch the crooked smile,catch the crooked smile,,To understand a hidden or ironic meaning,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_6e21ae7ca6cf08d1,hold the silver whisper,hold the silver whisper,,To keep a valuable secret,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_a150d52583634646,pull the frozen thread,pull the frozen thread,,To try to revive a dormant or cold relationship,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_f5c3065d2cb9bcc3,shake the soft dust,shake the soft dust,,To refresh or awaken tired habits,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_dcf0ac012f361f23,wave the shadow flag,wave the shadow flag,,To signal uncertain or covert support,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_d723d6cc783b5515,jump the quiet fence,jump the quiet fence,,To cross boundaries discreetly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_0738b563a5dc23c5,sip the falling rain,sip the falling rain,,To take small comfort from adversity,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_a7426c218f2d800d,beat the lazy shadow,beat the lazy shadow,,To overcome procrastination or inactivity,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_4f106237b9ae6584,fold the silver smile,fold the silver smile,,To hide genuine feelings behind politeness,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_1da5c0e1981cbd0a,catch the hollow laugh,catch the hollow laugh,,To notice insincere amusement or sarcasm,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_d0174edab05ab5db,stir the quiet embers,stir the quiet embers,,To revive old feelings or passions,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_59052bf1a7ed5c7c,slide the dust glove,slide the dust glove,,To avoid direct confrontation subtly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_894807a851e9e6b0,strike the silent chord,strike the silent chord,,To touch on an unspoken or shared feeling,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_186974645f07773d,paint the quiet sail,paint the quiet sail,,To prepare secretly for an upcoming move,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_acda1341fc789439,glide the shadow path,glide the shadow path,,To move through situations discreetly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_1f8531c2e08e976f,break the faded chain,break the faded chain,,To end old but weak obligations or habits,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_ca304ac912028de4,toss the fragile coin,toss the fragile coin,,To take a risky chance with little to lose,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_b96e4d7aca068be4,trail the quiet breeze,trail the quiet breeze,,To follow subtle trends or moods,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_4ee7683ff464c0cc,spin the cold thread,spin the cold thread,,To try to connect impersonal or difficult things,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_44381ffa3146d18c,press the silent stamp,press the silent stamp,,To give quiet approval or confirmation,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_227c6d4bbfc43b64,kick the shadow dust,kick the shadow dust,,To disturb forgotten or hidden matters,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_49beb127b9debd17,light the frozen spark,light the frozen spark,,To surprise with sudden enthusiasm or action,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_5288608a50f5f9f1,pull the quiet string,pull the quiet string,,To influence situations subtly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_112607cf8724ece5,whisper the folded dream,whisper the folded dream,,To share secret hopes or plans,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_cedea9f5ed0d45ef,carry the thin fog,carry the thin fog,,To embody uncertainty or vagueness,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_27bd76abc3953945,strike the soft drum,strike the soft drum,,To make gentle but noticeable impact,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_d39c06f70bb6cf4c,nip the silent vine,nip the silent vine,,To limit quiet or growing problems,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_45cfbc4f3c54b778,fold the quiet kite,fold the quiet kite,,To bring down excitement or energy gently,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_3b5947500738cca2,hush the jagged edge,hush the jagged edge,,To soften harsh words or actions,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_8140d627e387cb38,tip the silent scale,tip the silent scale,,To influence a decision subtly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_8e5a122806e922c7,catch the falling thread,catch the falling thread,,To notice an opportunity before it disappears,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_cc31cfed74dac612,chill the quick spark,chill the quick spark,,To cool down sudden excitement or anger,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_69f274631d21d6cb,stir the hidden pond,stir the hidden pond,,To provoke underlying feelings or issues,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_faea72f3e539954a,flip the silent card,flip the silent card,,To reveal a secret advantage or intention,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_e7510b2c16b047fc,shadow the broken light,shadow the broken light,,To follow a failing or unclear example,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_b3aa7444ededdc31,fold the muted flag,fold the muted flag,,To quietly give up or withdraw,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_9b0ce86816958a4b,kick the soft dust,kick the soft dust,,To stir mild trouble or inconvenience,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_943f58d905a0789a,whisper the folded glance,whisper the folded glance,,To communicate meaning through subtle looks,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_cbf66d594b11195a,push the frozen tide,push the frozen tide,,To attempt to change something nearly impossible,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_c9415dcefbb8a405,blend the soft shadow,blend the soft shadow,,To mix subtly into a situation without being noticed,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_516bdfcfce809df3,sip the lost fog,sip the lost fog,,To try to grasp confusing or fading memories,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_7ee1a4b238b8c725,ride the broken breeze,ride the broken breeze,,To move forward despite obstacles or interruptions,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_736cdaa9c13200ad,stitch the silent tear,stitch the silent tear,,To heal emotional pain quietly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_293b0620b34f8519,drag the cold shadow,drag the cold shadow,,To carry an ongoing burden or regret,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_203db2871e9c47bc,flick the thin flame,flick the thin flame,,To provoke a small but intense reaction,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_ede4d4fdc6f3b61f,hold the quiet thread,hold the quiet thread,,To maintain a fragile connection or hope,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_77b9f14d03b09ba7,slip the hidden chain,slip the hidden chain,,To escape unnoticed from restrictions or obligations,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_c338c17a74e18ceb,kick the frozen line,kick the frozen line,,To challenge tough boundaries or limits,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_1c10e5149ccc5c87,sip the silent storm,sip the silent storm,,To endure inner turmoil quietly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_1e1490cffc4126b6,press the ghost button,press the ghost button,,To activate something subtly or unexpectedly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_9279a24b9bd24e17,tiptoe the glass floor,tiptoe the glass floor,,To act cautiously in a fragile situation,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_e28619a11c0eea7f,block the sunbeam,block the sunbeam,,To prevent hope or positivity from shining through,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_614f141f2a13987c,carry the low hum,carry the low hum,,To bear ongoing subtle stress or noise,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_c2a5e867719e3b93,cross the thin frost,cross the thin frost,,To take a small risk in uncertain conditions,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_c14c9540ac2229cf,dab the soft bruise,dab the soft bruise,,To care gently for emotional or physical wounds,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_9d444e4eef271933,fade the bright smoke,fade the bright smoke,,To diminish excitement or publicity,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_4bb77094616df159,shake the silver leaf,shake the silver leaf,,To reveal hidden possibilities or hopes,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_df7a27a66f28efb6,fold the last whisper,fold the last whisper,,To stop subtle communication,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_614a7ad03be3eb49,push the thin veil,push the thin veil,,To challenge or penetrate subtle disguises or lies,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_2769af9552f949ea,sing the muted tune,sing the muted tune,,To express feelings with restraint,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_dd83626020170d7d,catch the falling ash,catch the falling ash,,To notice small remnants of a past event,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_27eb1748a1369100,ride the hidden wave,ride the hidden wave,,To take advantage of quiet or unnoticed momentum,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_90069ce301855b26,stitch the loose cloud,stitch the loose cloud,,To try to organize vague or scattered ideas,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_765e2da5d44e3958,paint the soft echo,paint the soft echo,,To embellish faint memories or stories,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_1d148906aee0ed6d,lay the folded path,lay the folded path,,To prepare a quiet or unobtrusive plan,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_1fb453d325cff642,whisper the falling feather,whisper the falling feather,,To share delicate or fleeting information,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_eb9541c539b48298,bind the silent knot,bind the silent knot,,To create unspoken bonds or promises,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_a8757ae8bfaa4758,catch the muted flame,catch the muted flame,,To notice quiet passion or anger,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_395845a7796ac270,hold the icy thread,hold the icy thread,,To maintain fragile control under stress,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_2d7fcb5109201c09,tiptoe the soft wire,tiptoe the soft wire,,To act cautiously in a fragile situation,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_ec0d19540974ac38,flip the hollow crown,flip the hollow crown,,To challenge authority or false power,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_3843c1fbda8deda7,stir the faded spark,stir the faded spark,,To rekindle a lost feeling or idea,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_277ff5e53467415a,ride the blue whisper,ride the blue whisper,,To follow subtle cues of sadness or calm,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_a384ffad84039219,fold the frozen glance,fold the frozen glance,,To hide emotions behind a cold look,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_9d737de1974bb894,press the ghost flame,press the ghost flame,,To try to revive a lost hope or feeling,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_bf6eaf1a5e4522c9,shake the thin veil,shake the thin veil,,To reveal what is partially hidden,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_0e881d86f037d0ab,catch the silent drift,catch the silent drift,,To understand subtle changes or implications,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_94f2c22be1f09741,hold the cold ember,hold the cold ember,,To maintain a small remaining hope or feeling,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
