idiom_id,idiom_canonical,idiom_surface,example,idiom_canonical_meaning,source,source_type,pos,tags,idiom_confidence,source_url,record_origin,license_source,example_language,meaning_language
syn_d50b0b52cc8ea0a5,tip the folded card,tip the folded card,,to subtly reveal a hidden plan or intention,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_ea0b849b8a111ca8,chase the paper kite,chase the paper kite,,to pursue a fragile or elusive goal,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_8c4ba4dbf6ed7640,slide the dusk blade,slide the dusk blade,,to act decisively under subtle cover or secrecy,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_eb8a20b2de2c5557,shake the pebble jar,shake the pebble jar,,to provoke a reaction by disturbing a delicate situation,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_3080043548b7e2bb,cast the silent net,cast the silent net,,to gather information quietly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_2498ccd44d3e8bc7,strike the glass thread,strike the glass thread,,to test a fragile situation carefully,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_bf607a41840a0b49,fold the storm feather,fold the storm feather,,to quell escalating trouble or strong emotions,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_e4d9c6e3877428af,hold the silent bloom,hold the silent bloom,,to keep a delicate secret or hope,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_8b307797a12b15a9,flip the dusk coin,flip the dusk coin,,to make a chance decision in uncertain conditions,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_e37ff50c220ce469,draw the velvet line,draw the velvet line,,to set a subtle boundary or limit,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_02c0688956dbf5ba,wear the smoke crown,wear the smoke crown,,to hold a temporary or unclear leadership position,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_8f8310201fb02c71,flip the fog switch,flip the fog switch,,to change from clarity to confusion deliberately,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_8b78ffd5790332f6,graze the twilight thread,graze the twilight thread,,to interact lightly with a fading topic or trend,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_7756a707a3bda952,surf the silver mist,surf the silver mist,,to navigate unclear or ambiguous situations confidently,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_8c975dd6835edfe4,spill the shadow dust,spill the shadow dust,,to reveal hidden problems or secrets,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_5e9aa41fb785e169,turn the quiet tide,turn the quiet tide,,to effect change subtly and gradually,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_cd03a1c86b612b85,knock the blue moon,knock the blue moon,,to attempt an unlikely or rare action,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_37eebc3809044657,hold the paper flame,hold the paper flame,,to maintain hope or energy despite fragility,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_c48596880bb9a5a1,whisper the tin bell,whisper the tin bell,,to spread a message quietly and informally,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_e9ec52c5e8a83ea3,pull the glass string,pull the glass string,,to manipulate carefully with subtle influence,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_35299509ca79f957,ride the velvet swing,ride the velvet swing,,"to enjoy a smooth, gentle experience or trend",llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_0aca85ee9109058d,snatch the quiet flame,snatch the quiet flame,,to capture a small but important advantage silently,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_0ba0febae36f7d12,fix the hollow bell,fix the hollow bell,,to address something that seems important but lacks substance,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_0c1ac93bce868f2c,lean on the paper wings,lean on the paper wings,,to rely on something fragile or unproven,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_7766805d42e994ad,turn the velvet screw,turn the velvet screw,,to increase pressure gently but effectively,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_26c2738a46bfa6f1,bounce the shadow line,bounce the shadow line,,to challenge an unclear boundary or limit,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_9837fceaaf5f6eee,plant the whisper seed,plant the whisper seed,,to start a rumor or idea quietly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_965f8ce69f70319c,push the silent tide,push the silent tide,,to influence events gradually without overt action,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_634fde9aa64d970b,stir the fog pot,stir the fog pot,,to confuse or complicate a situation intentionally,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_1fc07967f97b659e,curl the dusk ribbon,curl the dusk ribbon,,to indulge in a fleeting moment of beauty or calm,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_4e6c894a146bc74f,tame the silent horse,tame the silent horse,,to control or calm an indecisive or silent person,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_b3f644ac5003d643,strike the velvet spark,strike the velvet spark,,to initiate something gently but with potential impact,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_68373db2089f3664,feed the ghost flame,feed the ghost flame,,to keep hope alive despite doubt or difficulty,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_edd52902348d122d,catch the whispered breeze,catch the whispered breeze,,to pick up on subtle hints or rumors,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_73414cbe9c75fc2c,flip the soft wire,flip the soft wire,,to change a delicate situation carefully,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_a424468db3c33b5f,burst the glass fog,burst the glass fog,,to suddenly reveal clarity in confusion,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_77938a5d98c7c8e7,trace the velvet trail,trace the velvet trail,,to follow subtle clues or signs,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_93176616f1417d94,shatter the silent cup,shatter the silent cup,,to break a peaceful or quiet moment abruptly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_5ed7b4db3aa84dea,flip the copper switch,flip the copper switch,,to activate or change something with an old or outdated mechanism,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_7fb403dc7a5ce847,break the smoke mirror,break the smoke mirror,,to expose illusions or deceptions,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_52e41ea15eac5c9d,pin the shadow tag,pin the shadow tag,,to assign blame or responsibility subtly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_daeadfa1c7847738,flash the muted flare,flash the muted flare,,to signal subtly in distress or attention,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_9fabf5cd7ece2a75,ride the hollow drum,ride the hollow drum,,to follow loud but empty promises or hype,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_a51e4b4b6d1b3ee5,fold the ghost letter,fold the ghost letter,,to handle a communication that is secret or unconfirmed,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_627ab976ad631f76,strike the dust chord,strike the dust chord,,to awaken old memories or feelings,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_e3772c4f3b4d1f21,snatch the faint gleam,snatch the faint gleam,,to seize a small but hopeful chance,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_6f4d55926fe6f8c7,chase the silent comet,chase the silent comet,,to pursue a rare but quiet opportunity,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_f6586a5cb3dcfc87,wear the fog cloak,wear the fog cloak,,to hide one's intentions or feelings effectively,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_4ee998f8d8737263,whisper the ivory key,whisper the ivory key,,to share valuable information quietly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_dbc580a5210f7aaf,feed the silver snake,feed the silver snake,,to encourage betrayal or danger,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_496e186734351f93,slide the quiet blade,slide the quiet blade,,to act hurtfully but discreetly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_dd0d9885fee64222,breathe the shadow dust,breathe the shadow dust,,to live within uncertainty or confusion,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_4e26ee1327259a79,fold the sapphire wave,fold the sapphire wave,,to softly conclude a strong emotion or event,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_8c17fffa0ccf7f93,tug the bronze thread,tug the bronze thread,,to subtly initiate a chain of events,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_36098287cbd88e18,ride the hush tide,ride the hush tide,,to go along with silent consensus or unspoken trends,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_35e8a129da02dd31,juggle the fog beads,juggle the fog beads,,to handle confusing or unclear tasks skillfully,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_ec60e148918a7883,spark the quiet ember,spark the quiet ember,,to ignite a small but steady enthusiasm,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_69016c9feb9d1c11,catch the whisper thread,catch the whisper thread,,to grasp subtle clues or rumors,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_26984aaefdf8ca3a,fold the dusk sail,fold the dusk sail,,to end a day or activity quietly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_8b46e0d5727bfe11,tighten the velvet leash,tighten the velvet leash,,to enforce control gently but firmly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_d4794e517076db61,skip the silent beat,skip the silent beat,,to ignore or miss an unspoken signal,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_127d40a3d0f02824,shuffle the moonlight decks,shuffle the moonlight decks,,to rearrange plans or ideas subtly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_1cb4946c83ac939b,spark the glass lantern,spark the glass lantern,,to bring light or clarity in a fragile situation,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_2b211bad7a9454cd,pin the frost feather,pin the frost feather,,to catch a rare or delicate chance,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_ed9787d314da7f99,tiptoe the velvet wire,tiptoe the velvet wire,,to navigate a risky situation carefully,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_19c0b8e2a2bca7a4,punch the quiet horn,punch the quiet horn,,to signal for attention discreetly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_faafd1b02215f492,fold the crimson letter,fold the crimson letter,,to end or hide a passionate message or intention,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_d99e336d53041714,cast the frozen net,cast the frozen net,,to attempt to trap or control a situation rigidly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_1606275b8611d054,spin the shadow wheel,spin the shadow wheel,,to manipulate fate or odds subtly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_d366442aeaaee440,ride the ghost tide,ride the ghost tide,,to go along with something invisible or unnoticed,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_60ee07c3bb2d069d,wear the dusk veil,wear the dusk veil,,to hide one's true feelings or motives,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_65f028af12119247,spill the hush wine,spill the hush wine,,to share a secret delicately,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_bb58a9a941b8c632,lay the smoky thread,lay the smoky thread,,to start a vague or mysterious story or plan,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_9ec11519b5fc93db,grasp the silent reed,grasp the silent reed,,to hold on to a fragile hope or resource,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_33084ed2759d4a1b,break the velvet cage,break the velvet cage,,to escape a comfortable but limiting situation,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_06abb5a49d949e24,flip the shadow mold,flip the shadow mold,,to change the usual form or expectation subtly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_c7dd68eef3db645d,trace the iron whisper,trace the iron whisper,,to detect a strong but hidden influence,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_82595f66381af338,pin the silver spark,pin the silver spark,,to catch and keep a small but bright idea or opportunity,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_b93e0ff6e9e7e297,pull the silent string,pull the silent string,,to manipulate behind the scenes,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_ed8f4eea3a3a3cd8,catch the velvet fog,catch the velvet fog,,to grasp a confusing or ambiguous situation gently,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_a01636a0a4ed62f7,slide the bronze feather,slide the bronze feather,,to move gracefully with a mix of strength and lightness,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_8547aa5f2939ffac,shadow the quiet drum,shadow the quiet drum,,to support or follow a subtle lead or trend,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_02cf266cae9ea36a,spark the purple dusk,spark the purple dusk,,to cause a mysterious or romantic beginning,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_78806fce5fffd7ae,whisper the copper bell,whisper the copper bell,,to deliver a low-key alert or message,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_e0c740d655340473,ride the icy flame,ride the icy flame,,to handle a paradox or challenging situation with coolness,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_824d841737689591,flip the glass feather,flip the glass feather,,to switch between vulnerability and lightness,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_bde58557ccbf5277,catch the dusty breeze,catch the dusty breeze,,to notice an outdated or ignored idea circulating,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_5ecf0cf86dbe8fd0,tie the silent knot,tie the silent knot,,to make an unspoken agreement or promise,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_7b0dd77446e06fe8,shake the crystal fog,shake the crystal fog,,to disturb a fragile or unclear situation,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_df73ff686ec80d18,slide the velvet thread,slide the velvet thread,,to gently guide a process or communication,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_d05531de9a702641,kick the silent drum,kick the silent drum,,to start a movement quietly but persistently,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_e5fcd416dc761792,spill the icy ink,spill the icy ink,,to expose cold or harsh truths unexpectedly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_595cd6feef9a311b,fold the rusted blade,fold the rusted blade,,to give up a previously aggressive stance,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_65b228164ce621c0,roll the shadow dice,roll the shadow dice,,to take a risky chance with unknown outcomes,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_275a181159be8817,flip the frost flame,flip the frost flame,,to change a cold or passionless situation suddenly,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_fd1e45aaf2774827,grab the smoky harp,grab the smoky harp,,to seize a fleeting or artistic inspiration,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_d0e7e3f921e4b94a,wave the quiet lantern,wave the quiet lantern,,to guide subtly through difficult times,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_fbd7d1fb17d1c766,hold the frozen thread,hold the frozen thread,,to maintain a fragile connection or hope,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_f369e97dd43f2dbc,whisper the silver flute,whisper the silver flute,,to convey a soft message or emotion,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_720ce6e958818efe,bounce the smoky veil,bounce the smoky veil,,to reveal or play with partial truths or illusions,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_70fd34a2f4137bdc,strike the crystal web,strike the crystal web,,to break a delicate but complex situation,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_6fd6b562ea9f0749,spin the bronze bell,spin the bronze bell,,to cause a subtle but persistent signal or call to action,llm_generated_inventory,synthetic_generation,phrase,everyday_conversation,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
